id,lat,lon,text
1,43.087337, -87.885076,"Crossing!"
1,43.087383, -87.887500,"Crossing!"
1,43.089005, -87.892365,"Crossing!"
1,43.089057, -87.895085,"Crossing!"
1,43.089110, -87.897249,"Crossing!"
